,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTCODE,PHONE,CITY,STATE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
258,10319,30,100.0,Shipped,S12_2823,2125551957,NYC,NY,USA,Kuo,Kee,Medium
259,10329,24,100.0,Shipped,S12_2823,2125557818,NYC,NY,USA,Yu,Kwai,Medium
260,10341,55,100.0,Shipped,S12_2823,6562-9555,Salzburg,,Austria,Pipps,Georg,Large
261,10362,22,100.0,Shipped,S12_2823,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
262,10375,49,78.92,Shipped,S12_2823,40.67.8555,Nantes,,France,Labrune,Janine,Medium
263,10388,44,100.0,Shipped,S12_2823,5085552555,New Bedford,MA,USA,Benitez,Violeta,Medium
264,10403,66,100.0,Shipped,S12_2823,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Large
265,10417,21,100.0,Disputed,S12_2823,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
266,10104,34,100.0,Shipped,S12_3148,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
267,10117,43,100.0,Shipped,S12_3148,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
268,10127,46,100.0,Shipped,S12_3148,2125557413,NYC,NY,USA,Young,Jeff,Large
269,10142,33,100.0,Shipped,S12_3148,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
270,10153,42,100.0,Shipped,S12_3148,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
271,10165,34,100.0,Shipped,S12_3148,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
272,10176,47,100.0,Shipped,S12_3148,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Large
273,10185,33,100.0,Shipped,S12_3148,5085559555,New Bedford,MA,USA,Tam,Wing C,Medium
274,10196,24,100.0,Shipped,S12_3148,2035559545,New Haven,CT,USA,Murphy,Leslie,Medium
275,10208,26,100.0,Shipped,S12_3148,78.32.5555,Lyon,,France,Saveley,Mary,Medium
276,10220,30,100.0,Shipped,S12_3148,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Medium
277,10230,43,100.0,Shipped,S12_3148,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Large
278,10247,25,100.0,Shipped,S12_3148,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
279,10272,27,100.0,Shipped,S12_3148,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
280,10282,27,100.0,Shipped,S12_3148,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
281,10293,24,100.0,Shipped,S12_3148,011-4988555,Torino,,Italy,Accorti,Paolo,Medium
282,10306,34,100.0,Shipped,S12_3148,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
283,10314,46,100.0,Shipped,S12_3148,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
284,10324,27,54.33,Shipped,S12_3148,2125551500,NYC,NY,USA,Frick,Michael,Small
285,10336,33,100.0,Shipped,S12_3148,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
286,10348,47,100.0,Shipped,S12_3148,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Medium
287,10358,49,55.34,Shipped,S12_3148,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
288,10372,40,100.0,Shipped,S12_3148,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Medium
289,10382,37,100.0,Shipped,S12_3148,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
290,10413,47,100.0,Shipped,S12_3148,2035552570,Bridgewater,CT,USA,King,Julie,Large
291,10108,45,100.0,Shipped,S12_3380,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Medium
292,10122,37,99.82,Shipped,S12_3380,91.24.4555,Marseille,,France,Lebihan,Laurence,Medium
293,10135,48,100.0,Shipped,S12_3380,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
294,10147,31,100.0,Shipped,S12_3380,6175558555,Brickhaven,MA,USA,Nelson,Allen,Medium
295,10160,46,100.0,Shipped,S12_3380,2155554369,Los Angeles,CA,USA,Chandler,Michael,Medium
296,10170,47,100.0,Shipped,S12_3380,7675-3555,Graz,,Austria,Mendel,Roland,Medium
297,10181,28,100.0,Shipped,S12_3380,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Small
298,10191,40,100.0,Shipped,S12_3380,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
299,10203,20,100.0,Shipped,S12_3380,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
300,10212,39,100.0,Shipped,S12_3380,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
301,10225,25,99.82,Shipped,S12_3380,0897-034555,Gensve,,Switzerland,Holz,Michael,Small
302,10238,29,100.0,Shipped,S12_3380,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
303,10253,22,100.0,Cancelled,S12_3380,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Small
304,10266,22,100.0,Shipped,S12_3380,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
305,10276,47,100.0,Shipped,S12_3380,6175557555,Brickhaven,MA,USA,Barajas,Miguel,Medium
306,10287,45,100.0,Shipped,S12_3380,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
307,10300,29,100.0,Shipped,S12_3380,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Medium
308,10310,24,100.0,Shipped,S12_3380,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
309,10320,35,100.0,Shipped,S12_3380,0921-12 3555,Lule,,Sweden,Berglund,Christina,Medium
310,10329,46,83.63,Shipped,S12_3380,2125557818,NYC,NY,USA,Yu,Kwai,Medium
311,10341,44,95.93,Shipped,S12_3380,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
312,10363,34,96.73,Shipped,S12_3380,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
313,10376,35,100.0,Shipped,S12_3380,3105552373,Glendale,CA,USA,Young,Leslie,Medium
314,10389,25,72.38,Shipped,S12_3380,0695-34 6555,Boras,,Sweden,Larsson,Maria,Small
315,10419,10,100.0,Shipped,S12_3380,6562-9555,Salzburg,,Austria,Pipps,Georg,Small
316,10105,29,100.0,Shipped,S12_3891,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
317,10117,39,100.0,Shipped,S12_3891,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
318,10127,42,100.0,Shipped,S12_3891,2125557413,NYC,NY,USA,Young,Jeff,Large
319,10142,46,100.0,Shipped,S12_3891,4155551450,San Rafael,CA,USA,Nelson,Valarie,Large
320,10153,49,100.0,Shipped,S12_3891,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Large
321,10165,27,100.0,Shipped,S12_3891,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
322,10176,50,100.0,Shipped,S12_3891,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Large
323,10185,43,100.0,Shipped,S12_3891,5085559555,New Bedford,MA,USA,Tam,Wing C,Large
324,10196,38,100.0,Shipped,S12_3891,2035559545,New Haven,CT,USA,Murphy,Leslie,Large
325,10208,20,100.0,Shipped,S12_3891,78.32.5555,Lyon,,France,Saveley,Mary,Medium
326,10220,27,100.0,Shipped,S12_3891,+353 1862 1555,Dublin,,Ireland,Cassidy,Dean,Medium
327,10231,49,100.0,Shipped,S12_3891,+34 913 728 555,Madrid,,Spain,Fernandez,Jesus,Medium
328,10247,27,100.0,Shipped,S12_3891,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
329,10272,39,100.0,Shipped,S12_3891,2155551555,Allentown,PA,USA,Yu,Kyung,Large
330,10282,24,100.0,Shipped,S12_3891,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
331,10293,45,100.0,Shipped,S12_3891,011-4988555,Torino,,Italy,Accorti,Paolo,Large
332,10306,20,100.0,Shipped,S12_3891,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
333,10314,36,100.0,Shipped,S12_3891,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
334,10325,24,100.0,Shipped,S12_3891,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Small
335,10336,49,63.38,Shipped,S12_3891,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
336,10349,26,100.0,Shipped,S12_3891,2125557413,NYC,NY,USA,Young,Jeff,Medium
337,10359,49,62.09,Shipped,S12_3891,26.47.1555,Reims,,France,Henriot,Paul,Medium
338,10372,34,100.0,Shipped,S12_3891,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Medium
339,10382,34,95.35,Shipped,S12_3891,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
340,10396,33,100.0,Shipped,S12_3891,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
341,10413,22,100.0,Shipped,S12_3891,2035552570,Bridgewater,CT,USA,King,Julie,Medium
342,10108,39,89.38,Shipped,S12_3990,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Medium
343,10122,32,63.84,Shipped,S12_3990,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
344,10135,24,75.01,Shipped,S12_3990,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
345,10147,21,63.84,Shipped,S12_3990,6175558555,Brickhaven,MA,USA,Nelson,Allen,Small
346,10159,24,73.42,Shipped,S12_3990,6505551386,San Francisco,CA,USA,Brown,Julie,Small
347,10169,36,63.84,Shipped,S12_3990,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
348,10181,20,81.4,Shipped,S12_3990,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Small
349,10191,30,64.64,Shipped,S12_3990,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Small
350,10203,44,82.99,Shipped,S12_3990,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
351,10211,28,92.57,Shipped,S12_3990,(1) 47.55.6555,Paris,,France,Perrier,Dominique,Small
352,10225,37,77.41,Shipped,S12_3990,0897-034555,Gensve,,Switzerland,Holz,Michael,Small
353,10238,20,74.21,Shipped,S12_3990,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Small
354,10253,25,90.17,Cancelled,S12_3990,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Small
355,10266,35,76.61,Shipped,S12_3990,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
356,10276,38,83.79,Shipped,S12_3990,6175557555,Brickhaven,MA,USA,Barajas,Miguel,Medium
357,10287,41,69.43,Shipped,S12_3990,0897-034555,Gensve,,Switzerland,Holz,Michael,Small
358,10300,22,76.61,Shipped,S12_3990,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
359,10310,49,81.4,Shipped,S12_3990,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
360,10320,38,73.42,Shipped,S12_3990,0921-12 3555,Lule,,Sweden,Berglund,Christina,Small
361,10329,33,100.0,Shipped,S12_3990,2125557818,NYC,NY,USA,Yu,Kwai,Medium
362,10341,36,93.56,Shipped,S12_3990,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
363,10363,34,81.62,Shipped,S12_3990,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
364,10377,24,67.83,Shipped,S12_3990,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Small
365,10389,36,70.26,Shipped,S12_3990,0695-34 6555,Boras,,Sweden,Larsson,Maria,Small
366,10419,34,90.17,Shipped,S12_3990,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
367,10104,41,100.0,Shipped,S12_4473,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
368,10115,46,100.0,Shipped,S12_4473,2125558493,NYC,NY,USA,Hernandez,Maria,Medium
369,10127,24,100.0,Shipped,S12_4473,2125557413,NYC,NY,USA,Young,Jeff,Small
370,10141,21,100.0,Shipped,S12_4473,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Small
371,10151,24,100.0,Shipped,S12_4473,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Medium
372,10165,48,100.0,Shipped,S12_4473,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
373,10175,26,100.0,Shipped,S12_4473,(171) 555-0297,London,,UK,Brown,Ann,Medium
374,10184,37,100.0,Shipped,S12_4473,(95) 555 82 82,Sevilla,,Spain,Roel,Jose Pedro,Medium
375,10195,49,100.0,Shipped,S12_4473,9145554562,White Plains,NY,USA,Frick,Steve,Medium
376,10207,34,99.54,Shipped,S12_4473,6175552555,Boston,MA,USA,Franco,Valarie,Medium
377,10219,48,100.0,Shipped,S12_4473,4155554312,Brisbane,CA,USA,Taylor,Sue,Medium
378,10229,36,100.0,Shipped,S12_4473,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
379,10246,46,100.0,Shipped,S12_4473,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
380,10259,46,100.0,Shipped,S12_4473,+65 224 1555,Singapore,,Singapore,Victorino,Wendy,Medium
381,10271,31,97.17,Shipped,S12_4473,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
382,10281,41,100.0,Shipped,S12_4473,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
383,10292,21,100.0,Shipped,S12_4473,2125557818,NYC,NY,USA,Yu,Kwai,Small
384,10305,38,100.0,Shipped,S12_4473,6175558555,Cambridge,MA,USA,Hernandez,Marta,Medium
385,10314,45,100.0,Shipped,S12_4473,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
386,10324,26,58.38,Shipped,S12_4473,2125551500,NYC,NY,USA,Frick,Michael,Small
387,10336,38,100.0,Shipped,S12_4473,(1) 42.34.2555,Paris,,France,Bertrand,Marie,Medium
388,10349,48,100.0,Shipped,S12_4473,2125557413,NYC,NY,USA,Young,Jeff,Medium
389,10358,42,64.16,Shipped,S12_4473,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
390,10371,49,35.71,Shipped,S12_4473,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
391,10382,32,66.58,Shipped,S12_4473,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
392,10412,54,100.0,Shipped,S12_4473,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
393,10425,33,100.0,In Process,S12_4473,40.67.8555,Nantes,,France,Labrune,Janine,Medium
394,10108,36,100.0,Shipped,S12_4675,+63 2 555 3587,Makati City,,Philippines,Cruz,Arnold,Medium
395,10122,20,100.0,Shipped,S12_4675,91.24.4555,Marseille,,France,Lebihan,Laurence,Small
396,10135,29,97.89,Shipped,S12_4675,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
397,10147,33,97.89,Shipped,S12_4675,6175558555,Brickhaven,MA,USA,Nelson,Allen,Medium
398,10160,50,100.0,Shipped,S12_4675,2155554369,Los Angeles,CA,USA,Chandler,Michael,Medium
399,10170,41,100.0,Shipped,S12_4675,7675-3555,Graz,,Austria,Mendel,Roland,Medium
400,10181,36,100.0,Shipped,S12_4675,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
401,10192,27,100.0,Shipped,S12_4675,6035558647,Nashua,NH,USA,Young,Valarie,Medium
402,10203,47,100.0,Shipped,S12_4675,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
403,10212,33,100.0,Shipped,S12_4675,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
404,10225,21,100.0,Shipped,S12_4675,0897-034555,Gensve,,Switzerland,Holz,Michael,Small
405,10239,21,93.28,Shipped,S12_4675,981-443655,Oulu,,Finland,Koskitalo,Pirkko,Small
406,10253,41,100.0,Cancelled,S12_4675,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
407,10266,40,100.0,Shipped,S12_4675,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Medium
408,10277,28,100.0,Shipped,S12_4675,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
409,10287,23,100.0,Shipped,S12_4675,0897-034555,Gensve,,Switzerland,Holz,Michael,Small
410,10300,23,100.0,Shipped,S12_4675,+49 69 66 90 2555,Frankfurt,,Germany,Keitel,Roland,Small
411,10310,25,100.0,Shipped,S12_4675,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Small
412,10321,24,100.0,Shipped,S12_4675,5085552555,New Bedford,MA,USA,Benitez,Violeta,Small
413,10329,39,64.74,Shipped,S12_4675,2125557818,NYC,NY,USA,Yu,Kwai,Small
414,10341,55,75.2,Shipped,S12_4675,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
415,10363,46,88.45,Shipped,S12_4675,+358 9 8045 555,Espoo,,Finland,Suominen,Kalle,Medium
416,10377,50,100.0,Shipped,S12_4675,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Medium
417,10389,47,100.0,Shipped,S12_4675,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
418,10405,97,93.28,Shipped,S12_4675,88.60.1555,Strasbourg,,France,Citeaux,Frederique,Large
419,10419,32,100.0,Shipped,S12_4675,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
420,10103,35,100.0,Shipped,S18_1097,07-98 9555,Stavern,,Norway,Bergulfsen,Jonas,Medium
421,10113,49,100.0,Shipped,S18_1097,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
422,10126,38,100.0,Shipped,S18_1097,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Medium
423,10140,32,100.0,Shipped,S18_1097,6505556809,Burlingame,CA,USA,Hirano,Juri,Medium
424,10150,34,100.0,Shipped,S18_1097,+65 221 7555,Singapore,,Singapore,Natividad,Eric,Medium
425,10164,36,99.17,Resolved,S18_1097,7675-3555,Graz,,Austria,Mendel,Roland,Medium
426,10174,48,93.34,Shipped,S18_1097,61-7-3844-6555,South Brisbane,Queensland,Australia,Calaghan,Tony,Medium
427,10183,21,96.84,Shipped,S18_1097,2155554695,Philadelphia,PA,USA,Cervantes,Francisca,Small
428,10194,21,93.34,Shipped,S18_1097,78.32.5555,Lyon,,France,Saveley,Mary,Small
429,10206,34,100.0,Shipped,S18_1097,(604) 555-3392,Vancouver,BC,Canada,Tannamuri,Yoshi,Medium
430,10215,46,100.0,Shipped,S18_1097,3105553722,Burbank,CA,USA,Thompson,Steve,Medium
431,10228,32,100.0,Shipped,S18_1097,6175555555,Cambridge,MA,USA,Tseng,Kyung,Medium
432,10245,29,100.0,Shipped,S18_1097,2035559545,New Haven,CT,USA,Murphy,Leslie,Medium
433,10258,41,100.0,Shipped,S18_1097,+81 3 3584 0555,Minato-ku,Tokyo,Japan,Shimamura,Akiko,Medium
434,10270,43,96.84,Shipped,S18_1097,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
435,10280,24,100.0,Shipped,S18_1097,011-4988555,Torino,,Italy,Accorti,Paolo,Small
436,10291,41,100.0,Shipped,S18_1097,0695-34 6555,Boras,,Sweden,Larsson,Maria,Medium
437,10304,46,98.0,Shipped,S18_1097,30.59.8555,Versailles,,France,Tonini,Daniel,Medium
438,10312,32,100.0,Shipped,S18_1097,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
439,10322,22,100.0,Shipped,S18_1097,6035558647,Nashua,NH,USA,Young,Valarie,Small
440,10333,29,40.25,Shipped,S18_1097,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
441,10347,42,49.6,Shipped,S18_1097,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Small
442,10357,39,98.0,Shipped,S18_1097,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
443,10370,27,100.0,Shipped,S18_1097,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
444,10381,48,98.0,Shipped,S18_1097,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
445,10391,29,85.1,Shipped,S18_1097,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
446,10411,27,100.0,Shipped,S18_1097,(514) 555-8054,Montreal,Quebec,Canada,Fresnisre,Jean,Medium
447,10424,54,100.0,In Process,S18_1097,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Large
448,10109,26,100.0,Shipped,S18_1129,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
449,10122,34,100.0,Shipped,S18_1129,91.24.4555,Marseille,,France,Lebihan,Laurence,Medium
450,10136,25,100.0,Shipped,S18_1129,61.77.6555,Toulouse,,France,Roulet,Annette,Medium
451,10148,23,100.0,Shipped,S18_1129,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Small
452,10161,28,100.0,Shipped,S18_1129,86 21 3555,Aaarhus,,Denmark,Ibsen,Palle,Medium
453,10171,35,100.0,Shipped,S18_1129,(514) 555-8054,Montreal,Quebec,Canada,Fresnisre,Jean,Medium
454,10181,44,100.0,Shipped,S18_1129,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
455,10192,22,100.0,Shipped,S18_1129,6035558647,Nashua,NH,USA,Young,Valarie,Medium
456,10204,42,100.0,Shipped,S18_1129,2125557413,NYC,NY,USA,Young,Jeff,Medium
457,10212,29,100.0,Shipped,S18_1129,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
458,10225,32,100.0,Shipped,S18_1129,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
459,10240,41,100.0,Shipped,S18_1129,+81 06 6342 5555,Osaka,Osaka,Japan,Kentary,Mory,Medium
460,10253,26,100.0,Cancelled,S18_1129,(171) 555-2282,Liverpool,,UK,Devon,Elizabeth,Medium
461,10266,21,100.0,Shipped,S18_1129,0522-556555,Reggio Emilia,,Italy,Moroni,Maurizio,Small
462,10278,34,100.0,Shipped,S18_1129,7025551838,Las Vegas,NV,USA,King,Sue,Medium
463,10287,41,100.0,Shipped,S18_1129,0897-034555,Gensve,,Switzerland,Holz,Michael,Medium
464,10301,37,100.0,Shipped,S18_1129,+47 2212 1555,Oslo,,Norway,Klaeboe,Jan,Medium
465,10310,37,100.0,Shipped,S18_1129,0221-5554327,Koln,,Germany,Pfalzheim,Henriette,Medium
466,10321,41,100.0,Shipped,S18_1129,5085552555,New Bedford,MA,USA,Benitez,Violeta,Medium
467,10331,46,100.0,Shipped,S18_1129,2155559857,Philadelphia,PA,USA,Hernandez,Rosa,Medium
468,10342,40,100.0,Shipped,S18_1129,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
469,10356,43,97.6,Shipped,S18_1129,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Medium
470,10365,30,87.06,Shipped,S18_1129,5085559555,New Bedford,MA,USA,Tam,Wing C,Small
471,10377,35,100.0,Shipped,S18_1129,90-224 8555,Helsinki,,Finland,Karttunen,Matti,Medium
472,10390,36,93.77,Shipped,S18_1129,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
473,10406,61,100.0,Disputed,S18_1129,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Large
474,10419,38,100.0,Shipped,S18_1129,6562-9555,Salzburg,,Austria,Pipps,Georg,Medium
475,10102,39,100.0,Shipped,S18_1342,2125551500,NYC,NY,USA,Frick,Michael,Medium
476,10111,33,99.66,Shipped,S18_1342,6505555787,San Francisco,CA,USA,Murphy,Julie,Medium
477,10125,32,100.0,Shipped,S18_1342,03 9520 4555,Melbourne,Victoria,Australia,Ferguson,Peter,Medium
478,10139,31,100.0,Shipped,S18_1342,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Medium
479,10149,50,100.0,Shipped,S18_1342,4155554312,Brisbane,CA,USA,Taylor,Sue,Medium
480,10162,48,91.44,Shipped,S18_1342,6505551386,San Francisco,CA,USA,Brown,Julie,Medium
481,10173,43,100.0,Shipped,S18_1342,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Medium
482,10182,25,87.33,Shipped,S18_1342,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
483,10193,28,100.0,Shipped,S18_1342,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Medium
484,10205,36,100.0,Shipped,S18_1342,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
485,10215,27,89.38,Shipped,S18_1342,3105553722,Burbank,CA,USA,Thompson,Steve,Small
486,10227,25,100.0,Shipped,S18_1342,78.32.5555,Lyon,,France,Saveley,Mary,Small
487,10244,40,100.0,Shipped,S18_1342,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
488,10256,34,95.55,Shipped,S18_1342,31 12 3555,Kobenhavn,,Denmark,Petersen,Jytte,Medium
489,10280,50,100.0,Shipped,S18_1342,011-4988555,Torino,,Italy,Accorti,Paolo,Medium
490,10289,38,100.0,Shipped,S18_1342,+47 2267 3215,Bergen,,Norway,Oeztan,Veysel,Medium
491,10304,37,95.55,Shipped,S18_1342,30.59.8555,Versailles,,France,Tonini,Daniel,Medium
492,10312,43,89.38,Shipped,S18_1342,4155551450,San Rafael,CA,USA,Nelson,Valarie,Medium
493,10322,43,86.3,Shipped,S18_1342,6035558647,Nashua,NH,USA,Young,Valarie,Medium
494,10332,46,95.13,Shipped,S18_1342,(171) 555-1555,Manchester,,UK,Ashworth,Victoria,Medium
495,10346,42,36.11,Shipped,S18_1342,7025551838,Las Vegas,NV,USA,King,Sue,Small
496,10356,50,50.18,Shipped,S18_1342,+33 1 46 62 7555,Paris,,France,Da Cunha,Daniel,Small
497,10369,44,100.0,Shipped,S18_1342,6175558555,Brickhaven,MA,USA,Nelson,Allen,Large
498,10380,27,93.16,Shipped,S18_1342,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
499,10391,35,100.0,Shipped,S18_1342,02 9936 8555,North Sydney,NSW,Australia,O'Hara,Anna,Medium
500,10422,51,95.55,In Process,S18_1342,2155551555,Allentown,PA,USA,Yu,Kyung,Medium
501,10102,41,50.14,Shipped,S18_1367,2125551500,NYC,NY,USA,Frick,Michael,Small
502,10111,48,49.06,Shipped,S18_1367,6505555787,San Francisco,CA,USA,Murphy,Julie,Small
503,10126,42,54.99,Shipped,S18_1367,(91) 555 22 82,Madrid,,Spain,Sommer,Mart¡n,Small
504,10139,49,43.13,Shipped,S18_1367,+61 2 9495 8555,Chatswood,NSW,Australia,Huxley,Adrian,Small
505,10149,30,58.22,Shipped,S18_1367,4155554312,Brisbane,CA,USA,Taylor,Sue,Small
506,10162,45,51.21,Shipped,S18_1367,6505551386,San Francisco,CA,USA,Brown,Julie,Small
507,10173,48,44.21,Shipped,S18_1367,035-640555,Bergamo,,Italy,Rovelli,Giovanni,Small
508,10182,32,54.45,Shipped,S18_1367,4155551450,San Rafael,CA,USA,Nelson,Valarie,Small
509,10193,46,53.37,Shipped,S18_1367,61-9-3844-6555,Glen Waverly,Victoria,Australia,Connery,Sean,Small
510,10205,48,63.61,Shipped,S18_1367,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Medium
511,10215,33,43.13,Shipped,S18_1367,3105553722,Burbank,CA,USA,Thompson,Steve,Small
512,10227,31,48.52,Shipped,S18_1367,78.32.5555,Lyon,,France,Saveley,Mary,Small
513,10244,20,58.22,Shipped,S18_1367,(91) 555 94 44,Madrid,,Spain,Freyre,Diego,Small
